SiteCode,Study,number_pfas_sites_proximal,mean_dist_to_pfas_site,Burn_Area_5k_frac,Burn_area_50k_frac,Urbn_burn_5k_frac,Urbn_burn_50k_frac,OpenWater,PerennialIceSnow,DevelopedOpenSpace,DevelopedLowIntensity,DevelopedMediumIntensity,DevelopedHighIntensity,Barren,DeciduousForest,EvergreenForest,MixedForest,DwarfScrub,ShrubScrub,GrasslandHerbaceous,SedgeHerbaceous,Moss,PastureHay,CultivatedCrop,WoodyWetlands,EmergentHerbaceousWetlands
MO_7_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.05728432,0,0.023995472,0.014862525,0.006841116,0.000504203,0.000767763,0.270653803,0.00148969,0.019217004,0,0.002188699,0.00393049,0,0,0.306326156,0.162490831,0.055427937,0.074071984
MO_8_Pub,PFAS Recon,13,3471.087571,NA,0.002895347,NA,5.47E-05,0.001409476,0,0.090974239,0.152303641,0.105584662,0.063449346,0.000515662,0.127643538,0.006348372,0.031054312,0,0.001111538,0.005637905,0,0,0.408725173,0.004675336,0.000206265,0.000309397
MO_9_Priv,PFAS Recon,3,3555.386549,NA,0.004904519,NA,0.000127324,0.001684496,0,0.052975678,0.023204791,0.009969466,0.002692902,0.007436992,0.609913573,0.001844924,0.010129894,0,0.008777713,0.018632587,0,0,0.247918838,0.002245995,0.002211617,0.000297938
MS_1_Priv,PFAS Recon,NA,NA,NA,0.019479292,NA,0.000631527,0.00380444,0,0.027410301,0.008812091,0.000641713,0,0,0.036531789,0.323113819,0.227636132,0,0.067368378,0.05402992,0,0,0.089473089,0,0.155156971,0.006027516
MS_2_Priv,PFAS Recon,NA,NA,NA,0.014269196,NA,0.000342501,0.00665777,0,0.033048206,0.025897692,0.002509555,0.000160428,0.000148969,0.174820882,0.061329402,0.055084162,0,0.03624531,0.004388857,0,0,0.404657172,0.162181433,0.028178064,0.004640958
MS_3_Pub,PFAS Recon,4,2504.508968,NA,0.014646074,NA,0.000364147,0.010084057,0,0.152509906,0.152464069,0.096543388,0.01723457,0.00041253,0.044908432,0.05674574,0.056562394,0,0.005924384,0.012375888,0,0,0.283854751,0.024132982,0.074186575,0.012020655
IST MS_4_Pub,PFAS Recon,1,3736.27317,NA,0.024605354,NA,0.000702828,0.003311696,0,0.148808599,0.111302781,0.085244661,0.023846503,0.002555392,0.231360358,0.095225586,0.127815425,0,0.032291901,0.037586031,0,0,0.078563973,0.000779223,0.020064982,0.001249048
MS_5_Pub,PFAS Recon,NA,NA,NA,0.023846503,NA,0.000673544,0.014988576,0,0.077097201,0.048151373,0.023823585,0.002108485,0.000114592,0.133659594,0.152956813,0.185340388,0,0.057032219,0.053663227,0,0,0.162135597,1.15E-05,0.082780942,0.006027516
MS_6_Pub,PFAS Recon,4,3547.535247,NA,0.006851302,NA,0.00012987,0.021886988,0,0.180447328,0.2139539,0.202391612,0.124538106,0.000481285,0.005110784,0.007116136,0.008193296,0,0.001168834,0.000916732,0,0,0.035053558,0,0.18218912,0.016627235
MT_1_Priv,PFAS Recon,NA,NA,NA,0.130959053,NA,0.000178254,0.011161218,0,0.05986263,0.037735,0.009717364,0.003265859,0.00053858,0,0.058544828,0,0,0.14241439,0.116046872,0,0,0.389130016,0.036336983,0.007265105,0.127895639
MT_2_Priv,PFAS Recon,NA,NA,NA,0.030264904,NA,0.000217724,9.17E-05,0,0.100359287,0.019377433,0.001478231,0.000286479,0,0.002016811,0.003059595,0.000229183,0,0.060871036,0.098548741,0,0,0.32459205,0.356723523,0.021703641,0.010565342
MT_3_Pub,PFAS Recon,1,2721.647177,NA,0.06964493,NA,9.04E-05,0.010714311,0,0.083422655,0.178590945,0.192857594,0.039671598,6.88E-05,0,0.220176222,0.002784575,0,0.137613003,0.102674037,0,0,0.018220058,0.00339191,0.002681442,0.007242187
MT_4_Pub,PFAS Recon,3,4635.776926,NA,0.066227555,NA,9.04E-05,0.010542423,0,0.073911556,0.167292217,0.197544389,0.044484443,6.88E-05,0,0.210722418,0.002841871,0,0.142987347,0.127425814,0,0,0.015034413,0.001822006,0.002521014,0.002738738
MT_5_Priv,PFAS Recon,NA,NA,0.153298041,0.1322272,NA,8.79E-05,0.004171133,0,0.008181837,0.004744091,0.000435448,0,0,0.001065701,0.763168324,0.000252101,0,0.044048995,0.054339317,0,0,0.018941985,0,0.09217745,0.008468316
MT_6_Pub,PFAS Recon,6,3262.30617,NA,0.005760136,NA,5.98E-05,0.000527121,0,0.041963429,0.127185171,0.196799543,0.054408072,0.000836518,0,0.207949302,0.002521014,0,0.087570869,0.266688935,0,0,0.000905273,0.011928981,0.000103132,0.000458366
MT_7_Priv,PFAS Recon,NA,NA,0.25630312,0.098468527,0.002291831,9.55E-05,0.010370536,0,0.034274335,0.012948846,0.004354479,0.000114592,0.000126051,0,0.165229569,0,0,0.368549372,0.179954584,0,0,0.053915329,0.017452294,0.00610773,0.146596981
MT_8_Pub,PFAS Recon,NA,NA,NA,0.129436259,NA,0.000178254,0.01140186,0,0.066463104,0.038731947,0.009751742,0.003220023,0.000378152,0,0.034560814,0,0,0.107441046,0.138564113,0,0,0.446070562,0.026768588,0.005305589,0.111337159
NC_1_Priv,PFAS Recon,2,4215.710937,NA,NA,NA,NA,0.014873984,0,0.117674072,0.070267544,0.022975608,0.011229973,0.003071054,0.143938457,0.150080565,0.145405229,0,0.00705884,0.027410301,0,0,0.084534193,0.102662578,0.097001755,0.001718873
NC_10_Priv,PFAS Recon,NA,NA,NA,0.021334402,NA,0.000411256,0.001249048,0,0.115210353,0.031180363,0.008479775,0.001100079,0.00041253,0.549764464,0.011757094,0.120481565,0,0.039110099,0.019068035,0,0,0.10032491,0.001203211,0.000263561,0.000320856
IST NC_11_Priv,PFAS Recon,2,2991.626218,NA,NA,NA,NA,0.025748723,0,0.066634992,0.016489725,0.002154321,0.000446907,1.15E-05,0.329267386,0.086757269,0.119014793,0,0.009763201,0.036428657,0,0,0.241559006,0.064388997,0.001180293,4.58E-05
NC_12_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.155248644,0,0.087754216,0.031833535,0.003919031,0.000641713,0.000653172,0.164908713,0.263652259,0.245145722,0,0.003964868,0.007436992,0,0,0.024877827,1.15E-05,0.006749443,0.003139809
NC_13_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.011023708,0,0.394160586,0.255779819,0.15544345,0.031123067,0.000721927,0.048712872,0.037757919,0.039843485,0,0.000882355,0.006222322,0,0,0.016306379,1.15E-05,0.001718873,0.000183346
NC_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.003724226,0,0.045951215,0.015034413,0.002956462,0.000366693,0.003071054,0.173720803,0.241593384,0.238671299,0,0.039958077,0.030561569,0,0,0.108564043,0.026023743,0.068021549,0.001741792
IST NC_3_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.018082548,0,0.383904641,0.219064683,0.151295235,0.039224691,0.000630254,0.051692252,0.050168185,0.057433289,0,0.000767763,0.003621093,0,0,0.020741072,0.000206265,0.003013758,0.000206265
IST NC_4_Pub,PFAS Recon,1,4372.278562,NA,0.004884147,NA,1.40E-05,0.001398017,0,0.143193612,0.126073633,0.015859472,0.004377398,0.000252101,0.237995209,0.060527261,0.144866649,0,0.019606616,0.020488971,0,0,0.204190699,0.018987821,0.001856383,0.000378152
IST NC_5_Pub,PFAS Recon,1,4751.105867,NA,0.02027252,NA,0.000216451,0.050993244,0,0.224473405,0.281001421,0.147742897,0.065202597,0.004308643,2.29E-05,0.109045328,0.000229183,0,0.01792212,0.001879302,0,0,0.001214671,0.001867842,0.048816004,0.045286584
NC_7_Pub,PFAS Recon,1,4952.833383,NA,NA,NA,NA,0.083961235,0,0.175794911,0.124331842,0.059335509,0.025897692,0.000263561,0.213873686,0.076879477,0.064492129,0,0.007975573,0.022643292,0,0,0.134026287,0.009281916,0.00108862,0.000148969
NC_8_Pub,PFAS Recon,2,4398.868356,NA,0.016045365,NA,0.000446907,0.009980925,0,0.213323646,0.060126191,0.028223901,0.005179538,0.000481285,0.409000192,0.002566851,0.040932105,0,0.003552338,0.005786874,0,0,0.21992412,0.000996947,3.44E-05,0
ND_1_Priv,PFAS Recon,2,4215.396799,NA,0.00122231,NA,5.60E-05,0.086562464,0,0.072777099,0.067299623,0.037345389,0.010393454,0.001260507,0.007173432,0.000309397,0.000263561,0,0.001329262,0.062303431,0,0,0.154939247,0.453301289,0.001283425,0.043315609
ND_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.047360691,0,0.027192577,0.023846503,0.01302906,0.001661578,0.000206265,6.88E-05,0,0,0,0,0.098938352,0,0,0.000572958,0.758710712,3.44E-05,0.028304115
ND_3_Pub,PFAS Recon,7,3353.778993,NA,NA,NA,NA,0.025129929,0,0.080844345,0.151936948,0.185076827,0.088166746,0.000641713,0.001661578,3.44E-05,4.58E-05,0,0,0.000252101,0,0,0.005614986,0.446540387,0.011653962,0.002475178
ND_4_Pub,PFAS Recon,1,4930.063922,NA,NA,NA,NA,0.002692902,0,0.106421181,0.027158199,0.013315539,0.001019865,0.000148969,0.000446907,4.58E-05,0,0,0.000389611,0.531154794,0,0,0.028705186,0.281734807,0.000160428,0.006566096
ND_5_Pub,PFAS Recon,1,3631.262994,NA,0.00122231,NA,5.60E-05,0.08810945,0,0.071860367,0.066291217,0.036405738,0.010244485,0.001260507,0.006795279,0.000263561,0.000263561,0,0.001340721,0.063094112,0,0,0.15815927,0.453232534,0.001455313,0.041241502
ND_6_Priv,PFAS Recon,2,1922.037442,NA,NA,NA,NA,0.195871352,0,0.048987891,0.070015443,0.046249153,0.016718908,0.000710468,0.009213161,0.000584417,0,0,0.000217724,0.024499675,0,0,0.166730718,0.311322348,0.006165026,0.102674037
NDTW2019030,Northern Plains,NA,NA,NA,NA,NA,NA,0.098227884,0,0.032246065,0.002876248,0.000492744,3.44E-05,0,0.00434302,0.000389611,1.15E-05,0,0.000103132,0.009946547,0,0,0.564764499,0.174270843,0.002830412,0.109412021
NDTW2019031,Northern Plains,NA,NA,NA,NA,NA,NA,0.206539826,0,0.030527191,0.009270457,0.00583271,0.001524068,9.17E-05,0.141119505,0.000423989,0,0,0.007712012,0.036589085,0,0,0.304240589,0.163556532,0.07222706,0.020179574
NDTW2019032,Northern Plains,1,1867.036712,NA,NA,NA,NA,0.223785856,0,0.02904896,0.010508046,0.005030569,0.001317803,6.88E-05,0.10330429,0.000492744,0,0,0.004847223,0.019251382,0,0,0.362017653,0.180894235,0.040404984,0.018941985
NDTW2019033,Northern Plains,1,2223.100311,NA,NA,NA,NA,0.258312292,0,0.029060419,0.010966412,0.005317048,0.00135218,0.000148969,0.102926138,0.000492744,0,0,0.00515662,0.019663912,0,0,0.344404931,0.162490831,0.041516522,0.018231517
NDTW2019034,Northern Plains,1,2032.679389,NA,NA,NA,NA,0.304423936,0,0.027375923,0.010634097,0.005271212,0.00135218,0.000148969,0.099018566,0.000492744,0,0,0.004835764,0.018861771,0,0,0.324213898,0.143732192,0.041871756,0.01778461
NDTW2019035,Northern Plains,NA,NA,NA,NA,NA,NA,0.30993579,0,0.027295709,0.011653962,0.007677634,0.002337668,0.000297938,0.11715841,0.000194806,0,0,0.006061893,0.024969501,0,0,0.191230394,0.168506888,0.090504413,0.042146775
NDTW2019036,Northern Plains,1,779.7422403,NA,NA,NA,NA,0.236436764,0,0.028052014,0.010278863,0.004744091,0.001249048,8.02E-05,0.094125507,0.000492744,0,0,0.004744091,0.015435483,0,0,0.378816776,0.165401456,0.041459226,0.018678424
NDTW2019037,Northern Plains,1,700.9396585,NA,NA,NA,NA,0.182601649,0,0.028980205,0.010679933,0.004698254,0.001134456,8.02E-05,0.081279793,0.00040107,0,0,0.004285724,0.012100869,0,0,0.428687022,0.191356444,0.033781592,0.019893095
NDTW2019038,Northern Plains,1,2995.872055,NA,NA,NA,NA,0.121409757,0,0.03068762,0.010611178,0.004595122,0.001180293,0.000160428,0.08715834,0.000355234,0,0,0.004904519,0.019343055,0,0,0.43740744,0.226066228,0.033013828,0.023090199
NDTW2019039,Northern Plains,1,2222.38755,NA,NA,NA,NA,0.263251189,0,0.028888532,0.011023708,0.005328507,0.00135218,0.000148969,0.102696955,0.000492744,0,0,0.00515662,0.019618075,0,0,0.342124559,0.160221918,0.041447767,0.01819714
NDTW2019040,Northern Plains,NA,NA,NA,NA,NA,NA,0.035397333,0,0.029541704,0.003552338,0.000664631,5.73E-05,0.000664631,0.040748758,5.73E-05,0,0,0.00312835,0.008582908,0,0,0.507904167,0.313797525,0.006852575,0.049159779
NDTW2019041,Northern Plains,NA,NA,NA,NA,NA,NA,0.299232938,0,0.01941181,0.002417882,0.000229183,1.15E-05,0.000160428,0.016993928,0.002498096,5.73E-05,0,0.000790682,0.004652417,0,0,0.162823146,0.454034675,0.005042029,0.031558515
NDTW2019042,Northern Plains,NA,NA,NA,NA,NA,NA,0.154859033,0,0.027903045,0.006760902,0.001810547,0.000217724,0.000171887,0.096039186,5.73E-05,0,0,0.005878547,0.02416736,0,0,0.404496744,0.213266351,0.04222699,0.022024498
NDTW2019043,Northern Plains,1,3655.66193,NA,NA,NA,NA,0.262002141,0,0.028877073,0.011699798,0.005592068,0.001420935,0.000148969,0.107830657,0.000355234,0,0,0.005958761,0.026929016,0,0,0.325233763,0.160038571,0.045034483,0.01887323
NDTW2019044,Northern Plains,NA,NA,NA,NA,NA,NA,0.024969501,0,0.025966447,0.002245995,0.000217724,0,1.15E-05,0.03638282,0.000355234,0,0,0.004606581,0.02212763,0,0,0.512831604,0.28440479,0.019675371,0.066130789
NDTW2019045,Northern Plains,NA,NA,NA,NA,NA,NA,0.132651189,0,0.027410301,0.004870141,0.001065701,0.000229183,0,0.043074967,0.000985487,0,0,0.003724226,0.006142108,0,0,0.560765253,0.16222727,0.017051224,0.039728894
NDTW2019046,Northern Plains,1,1670.659008,NA,NA,NA,NA,0.237720189,0,0.026184171,0.010359077,0.004812845,0.00108862,5.73E-05,0.063987927,0.000194806,0,0,0.002899166,0.007929736,0,0,0.429443327,0.165813986,0.032074177,0.017326244
NDTW2019047,Northern Plains,NA,NA,NA,NA,NA,NA,0.087146881,0,0.022815179,0.004274265,0.002268913,0.000332316,1.15E-05,0.045905379,1.15E-05,0,0,0.003013758,0.013521804,0,0,0.475761235,0.316226866,0.006004598,0.022563078
NDTW2019048,Northern Plains,NA,NA,NA,NA,NA,NA,0.280302413,0,0.02389234,0.005867088,0.001822006,0.000366693,0.000183346,0.033116961,0.000297938,0,0,0.001673037,0.005580609,0,0,0.310428533,0.279076283,0.026424814,0.030997017
NDTW2019049,Northern Plains,NA,NA,NA,NA,NA,NA,0.17349162,0,0.029094797,0.005821251,0.001546986,0.000355234,0.000126051,0.056757199,0.000561499,0,0,0.004308643,0.007666175,0,0,0.483599297,0.184458033,0.017864824,0.034434763
NE_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.003861736,0,0.035099395,0.017945038,0.010954953,0.004446152,0.000126051,0.030802211,0.00013751,0.000561499,0,0.000183346,0.134026287,0,0,0.00556915,0.756189698,0,5.73E-05
NE_10_Priv,PFAS Recon,1,3361.418093,NA,NA,NA,NA,0.063002439,0,0.048472229,0.056699903,0.042536387,0.010278863,0.005488936,0.006852575,0,0.000366693,0,9.17E-05,0.137865105,0,0,0.002211617,0.583500219,0.031008476,0.011642502
NE_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.013281162,0,0.027868667,0.011745635,0.001925138,0.000217724,0.000103132,0.031833535,0,0.000263561,0,0.001203211,0.549741545,0,0,0.010737229,0.311631745,0.036256769,0.003403369
NE_3_Pub,PFAS Recon,3,1663.057561,NA,0.005224102,NA,6.88E-05,0.00040107,0,0.029289602,0.065787014,0.061168974,0.029885479,0.000504203,0,0,0,0,0.000343775,0.312319294,0,0,0.001122997,0.498347231,0.000240642,0.000802141
NE_5_Pub,PFAS Recon,2,4305.647354,NA,0.000324676,NA,1.27E-06,0.011344564,0,0.138254716,0.333289549,0.237937913,0.06421711,0.000217724,0.010141353,0,0,0,0.000229183,0.066715206,0,0,0.017280407,0.115187435,0.004732631,0.000389611
NE_6_Pub,PFAS Recon,7,3244.657191,NA,NA,NA,NA,0.008926682,0,0.089622058,0.352724278,0.27232684,0.121959796,0.000126051,0.017543968,0.000194806,0.000504203,0,0.000103132,0.069442485,0,0,0.007207809,0.036256769,0.019709748,0.003277319
NE_7_Pub,PFAS Recon,7,3614.115006,NA,0.000324676,NA,1.27E-06,0.000859437,0,0.127414354,0.4648292,0.235164797,0.131356304,1.15E-05,0.014484373,0,0,0,0.000206265,0.01818568,0,0,0.001799087,0.005007651,0.000458366,0.000183346
NE_8_Priv,PFAS Recon,3,4127.924486,NA,NA,NA,NA,0.02647065,0,0.05904903,0.098709169,0.097414284,0.048483689,0.000825059,0.029484408,0.000859437,0.001432394,0,0.000126051,0.289538492,0,0,0.018242976,0.309488883,0.007517206,0.012284215
IST NE_9_Pub,PFAS Recon,1,3203.658764,NA,0.011541916,NA,8.66E-05,0.013991629,0,0.038067316,0.03503064,0.015951145,0.00393049,0.000687549,0.000252101,2.29E-05,0.000160428,0,0.000263561,0.215500886,0,0,0.002704361,0.599107589,0.008892305,0.065408862
NH_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.018930526,0,0.036531789,0.014094762,0.007253646,0.00148969,0.006829657,0.262735527,0.155959112,0.388488303,0,0.024831991,0.011012249,0,0,0.002349127,8.02E-05,0.066084952,0.003277319
NH_10_Priv,PFAS Recon,1,4846.79379,NA,NA,NA,NA,0.002910626,0,0.14063822,0.172735316,0.077956638,0.015618829,0.003758603,0.097918487,0.192158585,0.157288374,0,0.005947302,0.00665777,0,0,0.031776239,2.29E-05,0.089094937,0.005385803
NH_11_Pub,PFAS Recon,12,2897.646263,NA,NA,NA,NA,0.027845749,0,0.068319487,0.083674756,0.097219479,0.060126191,0.016592858,0.113239379,0.089622058,0.316742528,0,0.015171922,0.023594402,0,0,0.017933579,0.007803685,0.058487532,0.00380444
IST NH_14_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.016478266,0,0.066188084,0.066715206,0.031604352,0.003506502,0.008468316,0.083388278,0.147410582,0.364928279,0,0.018369027,0.013693691,0,0,0.044965728,0.001833465,0.125661104,0.006726525
NH_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.011883145,0,0.059094867,0.055806089,0.024579889,0.0032544,0.010301781,0.088040695,0.148774221,0.392670895,0,0.018105466,0.016478266,0,0,0.04140193,0.000905273,0.121891041,0.006703606
NH_3_Pub,PFAS Recon,8,3698.417154,NA,NA,NA,NA,0.064400456,0,0.066096411,0.099213372,0.114224866,0.06027516,0.004595122,0.124446433,0.105836764,0.163613828,0,0.006165026,0.009820497,0,0,0.04792219,0.020729613,0.10683371,0.005672282
NH_4_Pub,PFAS Recon,1,3431.265545,NA,NA,NA,NA,0.016065737,0,0.04208948,0.028590594,0.009992384,0.001707414,0.006233781,0.118797069,0.196238045,0.396670141,0,0.028831236,0.018919066,0,0,0.038181907,0.003162727,0.086253066,0.00814746
NH_6_Priv,PFAS Recon,6,4209.361184,NA,NA,NA,NA,0.039923699,0,0.073670913,0.090813811,0.07724617,0.03461811,0.004400316,0.096440256,0.108403615,0.287475844,0,0.01425519,0.007116136,0,0,0.048013863,0.016088655,0.094939107,0.00664631
IST NH_7_Priv,PFAS Recon,4,2866.482797,NA,NA,NA,NA,0.036119259,0,0.040508116,0.080454734,0.066428727,0.017635641,0.041069615,0.117880337,0.141119505,0.28875927,0,0.01805963,0.028957287,0,0,0.024556971,0.00665777,0.083949776,0.008032868
IST NH_8_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.016604317,0,0.077807669,0.081829832,0.023995472,0.001592823,0.002956462,0.098949811,0.285447574,0.24069957,0,0.011424778,0.008250592,0,0,0.036738054,4.58E-05,0.105389857,0.008204756
IST NH_9_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.005236834,0,0.124412056,0.14973679,0.046077266,0.003563797,0.003403369,0.105447153,0.214057032,0.186818619,0,0.010657015,0.006531719,0,0,0.034549355,2.29E-05,0.103017812,0.006451505
IST NJ_1_Priv,PFAS Recon,8,4222.036332,NA,0.002529927,NA,0.000173161,0.035122313,0,0.308377344,0.232999017,0.075767939,0.024912205,0.000492744,0.141073668,0.000710468,0.024648644,0,0.005087865,0.001306344,0,0,0.053800737,0.050191103,0.045057401,0.000423989
IST NJ_10_Pub,PFAS Recon,38,3450.394346,NA,NA,NA,NA,0.005649364,0,0.18802183,0.355932841,0.262575098,0.108140054,1.15E-05,0.02212763,0,0.004583662,0,0.000148969,0.000492744,0,0,0.00027502,0.000378152,0.051291182,0.00040107
IST NJ_11_Pub,PFAS Recon,10,2722.196163,NA,0.000338682,NA,NA,0.013315539,0,0.229687321,0.163556532,0.08918661,0.041321716,0.008640204,0.333816671,0,0.009809037,0,0.002773116,0.003093972,0,0,0.011883145,0.002119944,0.089759568,0.000996947
IST NJ_12_Pub,PFAS Recon,11,2893.866159,NA,0.000338682,NA,NA,0.058716715,0,0.182968342,0.17553135,0.098250803,0.034686865,0.016661613,0.321658506,0.000229183,0.00692133,0,0.002475178,0.004629499,0,0,0.005890006,8.02E-05,0.088453224,0.002761657
IST NJ_13_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.383549407,0,0.130233307,0.126245521,0.060561639,0.016707449,0.003575257,0.151604633,0.000504203,0.0344806,0,0.002429341,0.007024463,0,0,0.015951145,0.003621093,0.045951215,0.017555427
IST NJ_14_Pub,PFAS Recon,39,2992.246719,NA,0.010379449,NA,0.000420169,0.044243801,0,0.191711678,0.339615003,0.181215091,0.107005598,0.000446907,0.039958077,1.15E-05,0.007654716,0,0.002647065,0.006348372,0,0,0.004595122,0.001443854,0.051978731,0.021142143
NJ_16_Pub,PFAS Recon,10,3031.9576,NA,0.010710491,NA,0.000422716,0.127437273,0,0.149679494,0.252468123,0.174087496,0.079916153,0.000962569,0.066417268,0.000572958,0.007047381,0,0.005145161,0.014301027,0,0,0.005190998,0.031294955,0.060149109,0.025233061
NJ_2_Priv,PFAS Recon,3,3593.934121,NA,NA,NA,NA,0.001512609,0,0.131986558,0.03162727,0.010874739,0.006394209,0.000217724,0.476804018,0.000469825,0.039614302,0,0.002394964,0.004801386,0,0,0.123472405,0.046478336,0.121879582,0.001386558
NJ_3_Pub,PFAS Recon,NA,NA,NA,0.012448463,NA,0.000478738,0.010210108,0,0.08200172,0.081084987,0.031718944,0.007219268,0.002051189,0.108117136,0.039304905,0.066543318,0,0.008789173,0.005064947,0,0,0.002463719,0.117582399,0.432399789,0.005397262
IST NJ_4_Pub,PFAS Recon,9,3328.092225,NA,0.002191245,NA,0.000164248,0.013384294,0,0.124480811,0.123220303,0.100290532,0.064595262,0.007860981,0.109767254,0.000217724,0.002543933,0,0.004789927,0.002521014,0,0,0.009396508,0.135195121,0.300126752,0.001524068
NJ_5_Priv,PFAS Recon,1,4445.523327,NA,NA,NA,NA,0.002085566,0,0.117261542,0.03299091,0.010771607,0.001638659,0.000103132,0.275489567,0.002647065,0.016844959,0,0.004663876,0.003082513,0,0,0.364298025,0.107005598,0.06041267,0.000767763
IST NJ_6_Pub,PFAS Recon,7,3762.666491,NA,0.000338682,NA,NA,0.035454628,0,0.368744178,0.306841818,0.112574748,0.029908397,0.001008406,0.036073423,0.0048816,0.00652026,0,0.000389611,0.001019865,0,0,0.002074107,0.000183346,0.092223287,0.00203973
IST NJ_7_Pub,PFAS Recon,105,3477.99861,NA,0.000338682,NA,NA,0.026791507,0,0.05851045,0.114236325,0.372972606,0.394939808,0.000733386,0.002337668,0,0.000114592,0,0.000297938,0.003781521,0,0,0.000469825,0.000435448,0.014885444,0.009385049
IST NJ_8_Pub,PFAS Recon,6,3128.342233,NA,0.002191245,NA,0.000164248,0.00461804,0,0.145783381,0.152085917,0.077555567,0.023514188,0.004045082,0.153804791,0.000263561,0.004938896,0,0.00420551,0.003231482,0,0,0.015011494,0.091409687,0.317051926,0.002406423
IST NJ_9_Pub,PFAS Recon,28,3504.557851,NA,0.00321493,NA,0.000173161,0.034938966,0,0.2435529,0.250669035,0.183655892,0.120779503,0.000194806,0.077337843,0.000194806,0.011825849,0,0.001833465,0.001317803,0,0,0.007689094,0.02050043,0.044725085,0.000699009
NM_1_Priv,PFAS Recon,4,1636.694114,NA,0.092513585,NA,0.000375606,0,0,0.153495393,0.161860577,0.11553121,0.032945073,0.000194806,0,0.000504203,0,0,0.37116206,0.163923225,0,0,0.000343775,2.29E-05,0,0
NM_3_Pub,PFAS Recon,40,3381.40476,NA,0.011009702,NA,6.11E-05,0,0,0.056424884,0.290615653,0.443538088,0.200168535,0,0,0,0,0,0.008938142,0,0,0,0.000229183,0,0,0
NM_4_Pub,PFAS Recon,7,1719.899073,NA,0.064153448,NA,0.000278839,0.004125296,0,0.109709959,0.162490831,0.079320277,0.02226514,0.000618794,0,0,0,0,0.527923312,0.018941985,0,0,0,0.069156006,0.004113837,0.001237589
NV_1_Priv,PFAS Recon,11,3163.504368,0.080596063,0.169056927,0.001527887,0.000898907,0.003426288,0,0.044839677,0.09068776,0.068880986,0.044438607,0.006279617,0,9.17E-05,0,0,0.607300885,0.116849013,0,0,0,0,0.002372045,0.014885444
NV_10_Pub,PFAS Recon,NA,NA,0.026483383,0.011829669,0.001145916,1.78E-05,0.000572958,0,0.017498131,0.002349127,0.00040107,1.15E-05,5.73E-05,0,0.003002299,0,0,0.766411265,0.06136378,0,0,0.057055137,0.065076546,0.00352942,0.022585996
NV_11_Pub,PFAS Recon,NA,NA,0.053476061,0.011431145,0.001782535,1.78E-05,0.0008136,0,0.01493128,0.001959516,0.000355234,1.15E-05,0.000160428,0,0.021760937,0,0,0.784837588,0.035053558,0,0,0.058029165,0.064835904,0.000836518,0.01629492
NV_12_Pub,PFAS Recon,NA,NA,NA,0.012014288,NA,1.78E-05,1.15E-05,0,0.002005352,0.000194806,3.44E-05,0,5.73E-05,0.004938896,0.617934982,0.007643257,0,0.337987803,0.009935088,0,0,0.000126051,0.000160428,0.008800632,0.01017573
NV_14_Pub,PFAS Recon,5,4374.605678,NA,0.056045458,NA,0.000578051,0.000194806,0,0.018884689,0.032395034,0.033540949,0.009682987,0.00095111,0,0.005042029,0,0,0.849329717,0.040977942,0,0,0.000492744,0.000355234,0.007792226,0.000297938
NV_15_Pub,PFAS Recon,6,3427.074585,0.00063662,0.127688101,0.000509296,0.000822513,0.006680688,0,0.045286584,0.234064718,0.299290234,0.196467228,2.29E-05,1.15E-05,0.001512609,0.000160428,0,0.154962165,0.059530315,0,0,0.000183346,0,0.000561499,0.001203211
NV_2_Priv,PFAS Recon,NA,NA,NA,0.015762706,NA,2.67E-05,0,0,0.148155427,0.248732438,0.084855049,0.017670018,0.146665736,0,0,0,0,0.345894621,0.000160428,0,0,0.00773493,0.000103132,0,0
NV_3_Pub,PFAS Recon,1,4491.548593,NA,0.015793263,NA,2.67E-05,0,0,0.161505343,0.227808019,0.094549495,0.024820532,0.141279933,0,0,0,0,0.345527928,4.58E-05,0,0,0.004159674,0.000103132,0.000114592,0
NV_4_Pub,PFAS Recon,NA,NA,NA,0.049348218,NA,0.00067227,0.008983978,0,0.039018426,0.056780117,0.044828218,0.012238379,0.002452259,0,0.000240642,0,0,0.659726524,0.012479021,0,0,0.021050469,0.001925138,0.056356129,0.083869562
NV_6_Pub,PFAS Recon,2,3522.873977,0.01578817,0.08059861,0.001782535,0.000728293,0.000847978,0,0.085725945,0.201566552,0.191402281,0.071298868,0.00136364,0,0.001237589,5.73E-05,0,0.335157392,0.079102553,0,0,0.00394195,0.004010705,0.006829657,0.017521049
